event_id,t_start,t_end,half,team_name,team_id,player_name,player_id,event_code_raw,action_raw,action_label,pos_x,pos_y
1,5.21,5.21,1,,,,,Start of the 1st half,Start of the 1st half,start of the 1st half,,
2,5.21,11.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,52.43,34.24
3,5.21,18.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Playing in set-piece attacks,Playing in set-piece attacks,playing in set-piece attacks,52.43,34.24
4,6.21,18.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,14.71,49.98
5,6.21,18.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,14.71,49.98
6,8.21,20.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,73.41,18.69
7,8.21,20.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,73.41,18.69
8,10.21,22.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,24.77,47.88
9,10.21,22.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,24.77,47.88
10,13.21,25.21,1,Galatasaray,29205.0,Abdülkerim Bardakcı,126526.0,42. Abdülkerim Bardakcı (126526) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,64.64,9.11
11,15.21,27.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,62.13,3.15
12,15.21,27.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Incomplete progressive passes,Incomplete progressive passes,incomplete progressive passes,62.13,3.15
13,15.21,27.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Loss balls,Loss balls,loss balls,83.83,24.41
14,15.21,27.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,62.13,3.15
15,16.21,25.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,62.63,20.46
16,16.21,25.21,1,Galatasaray,29205.0,Abdülkerim Bardakcı,126526.0,42. Abdülkerim Bardakcı (126526) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,62.63,20.46
17,17.21,29.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Ball recoveries,Ball recoveries,ball recoveries,21.17,43.59
18,17.21,29.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,21.17,43.59
19,17.21,29.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Passes forward accurate,Passes forward accurate,passes forward accurate,21.17,43.59
20,19.21,31.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,33.6,63.17
21,19.21,31.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Passes forward accurate,Passes forward accurate,passes forward accurate,33.6,63.17
22,21.21,33.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,41.79,56.2
23,21.21,33.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Challenges won,Challenges won,challenges won,41.79,56.2
24,21.21,42.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,21.17,43.59
25,21.21,42.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,21.17,43.59
26,21.21,42.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,21.17,43.59
27,21.21,42.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,21.17,43.59
28,21.21,42.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,21.17,43.59
29,21.21,42.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,21.17,43.59
30,21.21,42.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,21.17,43.59
31,22.21,34.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,40.79,53.09
32,23.21,35.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,37.7,46.79
33,25.21,37.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,46.18,30.06
34,28.21,40.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,32.24,16.7
35,29.21,41.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Driplingler,Driplingler,driplingler,30.16,24.18
36,34.21,46.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Başarılı driplingler,Başarılı driplingler,başarılı driplingler,45.39,15.44
37,34.21,46.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Başarısız Top Kapma,Başarısız Top Kapma,başarısız top kapma,45.39,15.44
38,34.21,46.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,45.39,15.44
39,34.21,46.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Challenges won,Challenges won,challenges won,45.39,15.44
40,34.21,46.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Faul,Faul,faul,58.89,52.39
41,34.21,46.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Yapılan Fauller,Yapılan Fauller,yapılan fauller,58.89,52.39
42,43.21,55.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,48.69,12.58
43,44.21,56.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,49.48,18.13
44,47.21,59.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,32.1,25.86
45,47.21,101.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,48.69,12.58
46,47.21,101.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,48.69,12.58
47,47.21,101.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,48.69,12.58
48,47.21,101.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,48.69,12.58
49,47.21,101.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,48.69,12.58
50,47.21,101.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,48.69,12.58
51,47.21,101.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,48.69,12.58
52,47.21,101.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,48.69,12.58
53,50.21,62.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,39.57,48.55
54,50.21,62.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Passes forward accurate,Passes forward accurate,passes forward accurate,39.57,48.55
55,51.21,63.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,44.45,49.14
56,54.21,66.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,38.85,46.28
57,56.21,68.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,32.96,25.78
58,56.21,68.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Passes forward accurate,Passes forward accurate,passes forward accurate,32.96,25.78
59,60.21,72.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,43.66,18.97
60,63.21,75.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,36.69,23.68
61,66.21,78.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,44.6,49.22
62,66.21,78.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Passes forward accurate,Passes forward accurate,passes forward accurate,44.6,49.22
63,66.21,78.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Progressive passes accurate,Progressive passes accurate,progressive passes accurate,44.6,49.22
64,69.21,81.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Başarılı driplingler,Başarılı driplingler,başarılı driplingler,59.83,64.69
65,69.21,81.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Başarısız Top Kapma,Başarısız Top Kapma,başarısız top kapma,59.83,64.69
66,69.21,81.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,59.83,64.69
67,69.21,81.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Challenges won,Challenges won,challenges won,59.83,64.69
68,72.21,84.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,58.25,63.43
69,74.21,86.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,50.7,48.89
70,74.21,86.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Passes forward accurate,Passes forward accurate,passes forward accurate,50.7,48.89
71,75.21,87.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,55.37,43.93
72,79.21,91.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,44.67,52.75
73,79.21,91.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Passes forward accurate,Passes forward accurate,passes forward accurate,44.67,52.75
74,82.21,94.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,47.26,53.17
75,88.21,100.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,40.79,48.55
76,88.21,100.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Passes forward accurate,Passes forward accurate,passes forward accurate,40.79,48.55
77,88.21,100.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Progressive passes accurate,Progressive passes accurate,progressive passes accurate,40.79,48.55
78,88.21,100.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Uzun paslar,Uzun paslar,uzun paslar,40.79,48.55
79,92.21,104.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Kötü top kontrolü,Kötü top kontrolü,kötü top kontrolü,81.67,51.16
80,92.21,104.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Loss balls,Loss balls,loss balls,81.67,51.16
81,93.21,105.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Ball recoveries,Ball recoveries,ball recoveries,23.47,19.2
82,94.21,106.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,18.73,18.94
83,98.21,112.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,18.73,18.94
84,98.21,112.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,18.73,18.94
85,98.21,112.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,18.73,18.94
86,99.21,111.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,48.26,40.9
87,99.21,111.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Incomplete progressive passes,Incomplete progressive passes,incomplete progressive passes,48.26,40.9
88,99.21,111.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,48.26,40.9
89,102.21,114.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,45.89,39.95
90,103.21,115.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,42.15,49.28
91,103.21,115.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Loss balls,Loss balls,loss balls,47.69,46.17
92,103.21,115.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Top kayıpları / kendi yarı sahasında,Top kayıpları / kendi yarı sahasında,top kayıpları / kendi yarı sahasında,47.69,46.17
93,103.21,115.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,42.15,49.28
94,104.21,116.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Ball recoveries,Ball recoveries,ball recoveries,57.31,21.83
95,104.21,116.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,57.31,21.83
96,104.21,116.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Passes forward accurate,Passes forward accurate,passes forward accurate,57.31,21.83
97,104.21,116.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Rakip sahada geri kazanılan toplar,Rakip sahada geri kazanılan toplar,rakip sahada geri kazanılan toplar,57.31,21.83
98,105.21,117.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,65.43,24.52
99,108.21,119.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Playing in counter-attacks,Playing in counter-attacks,playing in counter-attacks,57.31,21.83
100,108.21,119.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Playing in counter-attacks,Playing in counter-attacks,playing in counter-attacks,57.31,21.83
101,108.21,119.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Playing in counter-attacks,Playing in counter-attacks,playing in counter-attacks,57.31,21.83
102,108.21,119.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Playing in counter-attacks,Playing in counter-attacks,playing in counter-attacks,57.31,21.83
103,109.21,121.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,64.21,20.32
104,109.21,121.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Incomplete progressive passes,Incomplete progressive passes,incomplete progressive passes,64.21,20.32
105,109.21,121.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,64.21,20.32
106,110.21,122.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,84.83,27.46
107,110.21,122.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Incomplete passes into the box,Incomplete passes into the box,incomplete passes into the box,84.83,27.46
108,110.21,122.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Passes into offside position,Passes into offside position,passes into offside position,84.83,27.46
109,110.21,122.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,84.83,27.46
110,111.21,123.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Loss balls,Loss balls,loss balls,89.43,24.85
111,111.21,123.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Ofsaytlar,Ofsaytlar,ofsaytlar,89.43,24.85
112,150.21,162.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Ball recoveries,Ball recoveries,ball recoveries,22.97,10.9
113,150.21,162.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Başarılı hava topu mücadeleleri,Başarılı hava topu mücadeleleri,başarılı hava topu mücadeleleri,22.97,10.9
114,150.21,162.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,22.97,10.9
115,150.21,162.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Challenges won,Challenges won,challenges won,22.97,10.9
116,150.21,162.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Kaybedilen hava topu mücadeleleri,Kaybedilen hava topu mücadeleleri,kaybedilen hava topu mücadeleleri,22.97,10.9
117,150.21,162.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Loss balls,Loss balls,loss balls,82.03,57.1
118,150.21,162.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,22.97,10.9
119,150.21,162.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Passes forward accurate,Passes forward accurate,passes forward accurate,22.97,10.9
120,152.21,164.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,25.05,8.8
121,154.21,166.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,11.33,6.95
122,154.21,166.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Loss balls,Loss balls,loss balls,18.01,4.6
123,154.21,166.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Top kayıpları / kendi yarı sahasında,Top kayıpları / kendi yarı sahasında,top kayıpları / kendi yarı sahasında,18.01,4.6
124,154.21,166.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,11.33,6.95
125,155.21,167.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Ball recoveries,Ball recoveries,ball recoveries,86.99,63.4
126,155.21,167.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Rakip sahada geri kazanılan toplar,Rakip sahada geri kazanılan toplar,rakip sahada geri kazanılan toplar,86.99,63.4
127,157.21,169.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Crosses inaccurate,Crosses inaccurate,crosses inaccurate,97.41,63.99
128,157.21,169.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Incomplete passes into the box,Incomplete passes into the box,incomplete passes into the box,97.41,63.99
129,157.21,169.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Loss balls,Loss balls,loss balls,97.41,35.08
130,157.21,169.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,97.41,63.99
131,162.21,174.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Driplingler,Driplingler,driplingler,18.44,31.49
132,164.21,182.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Participation in counterattacks with shots,Participation in counterattacks with shots,participation in counterattacks with shots,8.53,32.92
133,164.21,182.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Participation in counterattacks with shots,Participation in counterattacks with shots,participation in counterattacks with shots,8.53,32.92
134,164.21,182.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Participation in counterattacks with shots,Participation in counterattacks with shots,participation in counterattacks with shots,8.53,32.92
135,164.21,182.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Playing in counter-attacks,Playing in counter-attacks,playing in counter-attacks,8.53,32.92
136,164.21,182.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Playing in counter-attacks,Playing in counter-attacks,playing in counter-attacks,8.53,32.92
137,164.21,182.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Playing in counter-attacks,Playing in counter-attacks,playing in counter-attacks,8.53,32.92
138,165.21,177.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,42.23,45.95
139,167.21,179.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Driplingler,Driplingler,driplingler,51.35,64.85
140,172.21,184.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Ceza sahasına / İsabetli,Ceza sahasına / İsabetli,ceza sahasına / i̇sabetli,80.23,59.56
141,172.21,184.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Crosses accurate,Crosses accurate,crosses accurate,80.23,59.56
142,172.21,184.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Gol Pozisyonları,Gol Pozisyonları,gol pozisyonları,80.23,59.56
143,172.21,184.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Key passes accurate,Key passes accurate,key passes accurate,80.23,59.56
144,172.21,184.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,80.23,59.56
145,172.21,184.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Passes forward accurate,Passes forward accurate,passes forward accurate,80.23,59.56
146,172.21,184.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Progressive passes accurate,Progressive passes accurate,progressive passes accurate,80.23,59.56
147,174.21,186.21,1,Galatasaray,29205.0,Abdülkerim Bardakcı,126526.0,42. Abdülkerim Bardakcı (126526) - Mistakes,Mistakes,mistakes,7.09,34.24
148,174.21,186.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Pozisyonlar,Pozisyonlar,pozisyonlar,97.55,31.41
149,174.21,186.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - İsabetsiz Şutlar,İsabetsiz Şutlar,i̇sabetsiz şutlar,97.55,31.41
