event_id,t_start,t_end,half,team_name,team_id,player_name,player_id,event_code_raw,action_raw,action_label,pos_x,pos_y
1264,2336.21,2357.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,24.84,28.55
1265,2336.21,2357.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,24.84,28.55
1266,2336.21,2357.21,1,Manchester City,46673.0,Phil Foden,469668.0,47. Phil Foden (469668) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,24.84,28.55
1267,2338.21,2350.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,32.67,50.65
1268,2338.21,2350.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Passes forward accurate,Passes forward accurate,passes forward accurate,32.67,50.65
1269,2341.21,2353.21,1,Manchester City,46673.0,Phil Foden,469668.0,47. Phil Foden (469668) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,38.13,57.37
1270,2344.21,2356.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,35.11,46.95
1271,2344.21,2356.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Passes forward accurate,Passes forward accurate,passes forward accurate,35.11,46.95
1272,2346.21,2358.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,41.72,46.95
1273,2346.21,2358.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Incomplete progressive passes,Incomplete progressive passes,incomplete progressive passes,41.72,46.95
1274,2346.21,2358.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Loss balls,Loss balls,loss balls,72.83,26.45
1275,2346.21,2358.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,41.72,46.95
1276,2349.21,2361.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Ball recoveries,Ball recoveries,ball recoveries,32.17,41.55
1277,2349.21,2361.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,32.17,41.55
1278,2349.21,2361.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Passes forward accurate,Passes forward accurate,passes forward accurate,32.17,41.55
1279,2352.21,2364.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Driplingler,Driplingler,driplingler,39.85,53.99
1280,2353.21,2367.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Playing in counter-attacks,Playing in counter-attacks,playing in counter-attacks,32.17,41.55
1281,2353.21,2367.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Playing in counter-attacks,Playing in counter-attacks,playing in counter-attacks,32.17,41.55
1282,2359.21,2371.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Ball recoveries,Ball recoveries,ball recoveries,27.93,4.94
1283,2359.21,2371.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Başarılı Top Kapma,Başarılı Top Kapma,başarılı top kapma,77.07,63.06
1284,2359.21,2371.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,77.07,63.06
1285,2359.21,2371.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Challenges won,Challenges won,challenges won,77.07,63.06
1286,2359.21,2371.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Dribbles unsuccessful,Dribbles unsuccessful,dribbles unsuccessful,77.07,63.06
1287,2359.21,2371.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Loss balls,Loss balls,loss balls,77.07,63.06
1288,2359.21,2371.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Unsuccessful dribbles in the final third,Unsuccessful dribbles in the final third,unsuccessful dribbles in the final third,77.07,63.06
1289,2362.21,2374.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,11.62,4.18
1290,2362.21,2374.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Challenges won,Challenges won,challenges won,11.62,4.18
1291,2388.21,2400.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Incomplete passes into the box,Incomplete passes into the box,incomplete passes into the box,95.97,68.0
1292,2388.21,2400.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,95.97,68.0
1293,2392.21,2401.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Playing in set-piece attacks,Playing in set-piece attacks,playing in set-piece attacks,95.97,68.0
1294,2392.21,2401.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Playing in set-piece attacks,Playing in set-piece attacks,playing in set-piece attacks,95.97,68.0
1295,2392.21,2401.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Playing in set-piece attacks,Playing in set-piece attacks,playing in set-piece attacks,95.97,68.0
1296,2393.21,2405.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,83.04,41.3
1297,2393.21,2405.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Incomplete passes into the box,Incomplete passes into the box,incomplete passes into the box,83.04,41.3
1298,2393.21,2405.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Incomplete progressive passes,Incomplete progressive passes,incomplete progressive passes,83.04,41.3
1299,2393.21,2405.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Loss balls,Loss balls,loss balls,98.34,45.42
1300,2393.21,2405.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Ofsaytlar,Ofsaytlar,ofsaytlar,98.34,45.42
1301,2393.21,2405.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Passes into offside position,Passes into offside position,passes into offside position,83.04,41.3
1302,2393.21,2405.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,83.04,41.3
1303,2424.21,2436.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,7.59,23.09
1304,2428.21,2447.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,7.59,23.09
1305,2428.21,2447.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,7.59,23.09
1306,2436.21,2448.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Başarılı hava topu mücadeleleri,Başarılı hava topu mücadeleleri,başarılı hava topu mücadeleleri,55.73,23.42
1307,2436.21,2448.21,1,Galatasaray,29205.0,Abdülkerim Bardakcı,126526.0,42. Abdülkerim Bardakcı (126526) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,55.73,23.42
1308,2436.21,2448.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Challenges won,Challenges won,challenges won,55.73,23.42
1309,2436.21,2448.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,55.73,23.42
1310,2436.21,2448.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Incomplete progressive passes,Incomplete progressive passes,incomplete progressive passes,55.73,23.42
1311,2436.21,2448.21,1,Galatasaray,29205.0,Abdülkerim Bardakcı,126526.0,42. Abdülkerim Bardakcı (126526) - Kaybedilen hava topu mücadeleleri,Kaybedilen hava topu mücadeleleri,kaybedilen hava topu mücadeleleri,55.73,23.42
1312,2436.21,2448.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Loss balls,Loss balls,loss balls,66.73,40.57
1313,2436.21,2448.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,55.73,23.42
1314,2439.21,2451.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Ball recoveries,Ball recoveries,ball recoveries,38.27,27.43
1315,2439.21,2451.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,38.27,27.43
1316,2439.21,2451.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Passes forward accurate,Passes forward accurate,passes forward accurate,38.27,27.43
1317,2441.21,2453.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,47.33,28.78
1318,2443.21,2487.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,38.27,27.43
1319,2443.21,2487.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,38.27,27.43
1320,2443.21,2487.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,38.27,27.43
1321,2443.21,2487.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,38.27,27.43
1322,2443.21,2487.21,1,Galatasaray,29205.0,Abdülkerim Bardakcı,126526.0,42. Abdülkerim Bardakcı (126526) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,38.27,27.43
1323,2443.21,2487.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,38.27,27.43
1324,2443.21,2487.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,38.27,27.43
1325,2445.21,2457.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,42.94,51.21
1326,2448.21,2460.21,1,Galatasaray,29205.0,Abdülkerim Bardakcı,126526.0,42. Abdülkerim Bardakcı (126526) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,29.72,43.82
1327,2450.21,2462.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,26.28,36.59
1328,2450.21,2462.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,30.66,38.19
1329,2450.21,2462.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Passes forward accurate,Passes forward accurate,passes forward accurate,26.28,36.59
1330,2456.21,2468.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,38.92,4.07
1331,2459.21,2471.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,26.56,14.91
1332,2463.21,2475.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,27.71,5.16
1333,2463.21,2475.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Passes forward accurate,Passes forward accurate,passes forward accurate,27.71,5.16
1334,2464.21,2476.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,30.44,8.69
1335,2464.21,2476.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Passes forward accurate,Passes forward accurate,passes forward accurate,30.44,8.69
1336,2465.21,2477.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,34.25,3.15
1337,2467.21,2479.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,26.99,4.32
1338,2469.21,2481.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,14.13,16.59
1339,2475.21,2487.21,1,Galatasaray,29205.0,Abdülkerim Bardakcı,126526.0,42. Abdülkerim Bardakcı (126526) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,12.91,60.29
1340,2475.21,2487.21,1,Galatasaray,29205.0,Abdülkerim Bardakcı,126526.0,42. Abdülkerim Bardakcı (126526) - Passes forward accurate,Passes forward accurate,passes forward accurate,12.91,60.29
1341,2478.21,2490.21,1,Galatasaray,29205.0,Barış Alper Yılmaz,1589859.0,53. Barış Alper Yılmaz (1589859) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,17.73,63.32
1342,2479.21,2491.21,1,Galatasaray,29205.0,Abdülkerim Bardakcı,126526.0,42. Abdülkerim Bardakcı (126526) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,13.34,63.74
1343,2479.21,2491.21,1,Galatasaray,29205.0,Abdülkerim Bardakcı,126526.0,42. Abdülkerim Bardakcı (126526) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,13.34,63.74
1344,2502.21,2514.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,17.73,68.0
1345,2502.21,2514.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Passes forward accurate,Passes forward accurate,passes forward accurate,17.73,68.0
1346,2502.21,2514.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Progressive passes accurate,Progressive passes accurate,progressive passes accurate,17.73,68.0
1347,2502.21,2514.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Uzun paslar,Uzun paslar,uzun paslar,17.73,68.0
1348,2504.21,2516.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Başarılı hava topu mücadeleleri,Başarılı hava topu mücadeleleri,başarılı hava topu mücadeleleri,43.52,10.06
1349,2504.21,2516.21,1,Galatasaray,29205.0,Victor Osimhen,1093704.0,45. Victor Osimhen (1093704) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,43.52,10.06
1350,2504.21,2516.21,1,Manchester City,46673.0,Abdukodir Khusanov,743379.0,45. Abdukodir Khusanov (743379) - Challenges won,Challenges won,challenges won,43.52,10.06
1351,2504.21,2516.21,1,Galatasaray,29205.0,Victor Osimhen,1093704.0,45. Victor Osimhen (1093704) - Kaybedilen hava topu mücadeleleri,Kaybedilen hava topu mücadeleleri,kaybedilen hava topu mücadeleleri,43.52,10.06
1352,2505.21,2517.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,45.32,17.88
1353,2505.21,2517.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Passes forward accurate,Passes forward accurate,passes forward accurate,45.32,17.88
1354,2505.21,2517.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Progressive passes accurate,Progressive passes accurate,progressive passes accurate,45.32,17.88
1355,2506.21,2541.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,17.73,68.0
1356,2506.21,2541.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,17.73,68.0
1357,2506.21,2541.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,17.73,68.0
1358,2506.21,2541.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,17.73,68.0
1359,2508.21,2520.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Başarılı hava topu mücadeleleri,Başarılı hava topu mücadeleleri,başarılı hava topu mücadeleleri,30.3,38.69
1360,2508.21,2520.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,30.3,38.69
1361,2508.21,2520.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Challenges won,Challenges won,challenges won,30.3,38.69
1362,2508.21,2520.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Kaybedilen hava topu mücadeleleri,Kaybedilen hava topu mücadeleleri,kaybedilen hava topu mücadeleleri,30.3,38.69
1363,2508.21,2520.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,30.3,38.69
1364,2508.21,2520.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Passes forward accurate,Passes forward accurate,passes forward accurate,30.3,38.69
1365,2509.21,2521.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,39.14,39.79
1366,2511.21,2523.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Driplingler,Driplingler,driplingler,35.83,16.17
1367,2515.21,2527.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,47.61,5.58
1368,2516.21,2528.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,47.54,19.11
1369,2520.21,2532.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,42.8,5.58
1370,2523.21,2535.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,30.23,14.07
1371,2548.21,2560.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,38.27,46.28
1372,2548.21,2560.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Passes forward accurate,Passes forward accurate,passes forward accurate,38.27,46.28
1373,2548.21,2560.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Progressive passes accurate,Progressive passes accurate,progressive passes accurate,38.27,46.28
1374,2549.21,2561.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,53.65,39.81
1375,2549.21,2561.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Loss balls,Loss balls,loss balls,57.17,36.28
1376,2549.21,2561.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,53.65,39.81
1377,2550.21,2562.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Ball recoveries,Ball recoveries,ball recoveries,47.83,31.72
1378,2550.21,2562.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,47.83,31.72
1379,2550.21,2562.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Passes forward accurate,Passes forward accurate,passes forward accurate,47.83,31.72
1380,2551.21,2563.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,53.65,33.82
1381,2552.21,2558.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,38.27,46.28
1382,2552.21,2558.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,38.27,46.28
1383,2553.21,2565.21,1,Manchester City,46673.0,Phil Foden,469668.0,47. Phil Foden (469668) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,45.75,49.22
1384,2554.21,2591.21,1,Galatasaray,29205.0,Ismail Jakobs,673189.0,4. Ismail Jakobs (673189) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,47.83,31.72
1385,2554.21,2591.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,47.83,31.72
1386,2554.21,2591.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,47.83,31.72
1387,2554.21,2591.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,47.83,31.72
1388,2554.21,2591.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,47.83,31.72
1389,2554.21,2591.21,1,Galatasaray,29205.0,İlkay Gündoğan,567726.0,20. İlkay Gündoğan (567726) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,47.83,31.72
1390,2554.21,2591.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,47.83,31.72
1391,2556.21,2568.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Driplingler,Driplingler,driplingler,45.24,5.0
1392,2556.21,2568.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,55.95,3.31
1393,2559.21,2571.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,48.62,18.94
1394,2563.21,2575.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,35.26,22.31
1395,2563.21,2575.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Passes forward accurate,Passes forward accurate,passes forward accurate,35.26,22.31
1396,2566.21,2578.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,29.72,15.75
1397,2571.21,2583.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,22.54,26.51
1398,2575.21,2587.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,26.13,17.1
1399,2575.21,2587.21,1,Galatasaray,29205.0,Mario Lemina,834205.0,99. Mario Lemina (834205) - Passes forward accurate,Passes forward accurate,passes forward accurate,26.13,17.1
1400,2576.21,2588.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,38.35,18.94
1401,2579.21,2591.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Incomplete long passes,Incomplete long passes,incomplete long passes,46.32,4.07
1402,2579.21,2591.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,46.32,4.07
1403,2579.21,2591.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Incomplete passes into the box,Incomplete passes into the box,incomplete passes into the box,46.32,4.07
1404,2579.21,2591.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Incomplete progressive passes,Incomplete progressive passes,incomplete progressive passes,46.32,4.07
1405,2579.21,2591.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,46.32,4.07
